Restaurant B,Shared_Voter_Count,Votes,Rank,Category A,Restaurant A,Category B
Mekong,14,128,3.0,Sandwich,Chioccas,Curry
Elephant Thai,11,54,8.0,Sandwich,Chioccas,Curry
Moms Siam,9,114,5.0,Sandwich,Chioccas,Curry
Pho Tay Do,31,248,1.0,Sandwich,Chioccas,Noodles
Mekong,16,210,2.0,Sandwich,Chioccas,Noodles
Pho Luca,10,106,4.0,Sandwich,Chioccas,Noodles
Pho Thein Phat / Pho So 1,9,125,3.0,Sandwich,Chioccas,Noodles
Moms Siam,9,83,5.0,Sandwich,Chioccas,Noodles
City Dogs,37,294,1.0,Sandwich,Chioccas,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,9,77,4.0,Sandwich,Chioccas,Hot Dogs
Bamboo Cafe,8,43,12.0,Sandwich,Chioccas,Hot Dogs
The Boardwalk,8,58,8.0,Sandwich,Chioccas,Hot Dogs
Joeys Hot Dogs,7,62,7.0,Sandwich,Chioccas,Hot Dogs
Fat Dragon,28,209,1.0,Sandwich,Chioccas,Fried Rice
Peter Chang Richmond,13,128,2.0,Sandwich,Chioccas,Fried Rice
Sabai,7,71,4.0,Sandwich,Chioccas,Fried Rice
Elephant Thai,5,24,10.0,Sandwich,Chioccas,Fried Rice
Mekong,5,89,3.0,Sandwich,Chioccas,Fried Rice
Moore Street Cafe,21,171,1.0,Sandwich,Chioccas,Breakfast
Perlys,13,161,2.0,Sandwich,Chioccas,Breakfast
Millies Diner,12,77,5.0,Sandwich,Chioccas,Breakfast
Joes Inn the Fan,11,128,3.0,Sandwich,Chioccas,Breakfast
SBs Main Street Love Shack,11,107,4.0,Sandwich,Chioccas,Breakfast
Chioccas,20,50,9.0,Sandwich,Chioccas,Lunch
Joes Inn In The Fan,14,123,4.0,Sandwich,Chioccas,Lunch
Union Market,11,135,2.0,Sandwich,Chioccas,Lunch
Cobra Cabana,11,61,6.0,Sandwich,Chioccas,Lunch
Kuba Kuba,9,135,2.0,Sandwich,Chioccas,Lunch
LOpossum,15,130,2.0,Sandwich,Chioccas,Date Night
Edos Squid,13,139,1.0,Sandwich,Chioccas,Date Night
Stellas,10,124,3.0,Sandwich,Chioccas,Date Night
Grisette,9,80,4.0,Sandwich,Chioccas,Date Night
Alewife,8,75,5.0,Sandwich,Chioccas,Date Night
LUNCH.SUPPER!,15,131,2.0,Sandwich,Chioccas,Brunch
Joes Inn the Fan,13,71,6.0,Sandwich,Chioccas,Brunch
Perlys,12,163,1.0,Sandwich,Chioccas,Brunch
SBs Main Street Love Shack,12,107,3.0,Sandwich,Chioccas,Brunch
Millies Diner,12,83,4.0,Sandwich,Chioccas,Brunch
Smashed RVA,14,190,1.0,Sandwich,Chioccas,Food Truck
Intergalactic Tacos,12,95,4.0,Sandwich,Chioccas,Food Truck
River City Wood Fire,10,133,3.0,Sandwich,Chioccas,Food Truck
1115 (Eleven Fifteen),8,136,2.0,Sandwich,Chioccas,Food Truck
Auntie Nings,7,84,5.0,Sandwich,Chioccas,Food Truck
Blanchards,11,146,1.0,Sandwich,Chioccas,Cafe
Garnetts,9,27,16.0,Sandwich,Chioccas,Cafe
Lamplighter Coffee Roasters,8,109,2.0,Sandwich,Chioccas,Cafe
Riverbend Roastery,7,49,9.0,Sandwich,Chioccas,Cafe
Sub Rosa,7,97,3.0,Sandwich,Chioccas,Cafe
ZZQ,58,598,1.0,Sandwich,Secret Sandwich Society,BBQ
Mission BBQ,10,69,6.0,Sandwich,Secret Sandwich Society,BBQ
Alamo / Frontier by Alamo,9,88,4.0,Sandwich,Secret Sandwich Society,BBQ
Deep Run Roadhouse,6,81,5.0,Sandwich,Secret Sandwich Society,BBQ
The Smoky Mug,6,99,3.0,Sandwich,Secret Sandwich Society,BBQ
Zorch,13,229,1.0,Sandwich,Secret Sandwich Society,Pizza
Belmont Pizza,12,120,3.0,Sandwich,Secret Sandwich Society,Pizza
PBR,11,75,7.0,Sandwich,Secret Sandwich Society,Pizza
Mary Angelas,7,94,6.0,Sandwich,Secret Sandwich Society,Pizza
Christians Pizza,6,33,14.0,Sandwich,Secret Sandwich Society,Pizza
En Su Boca,14,111,4.0,Sandwich,Secret Sandwich Society,Tacos
TBT El Gallo,14,166,2.0,Sandwich,Secret Sandwich Society,Tacos
Wong Gonzalez,12,67,7.0,Sandwich,Secret Sandwich Society,Tacos
Dont Look Back,10,129,3.0,Sandwich,Secret Sandwich Society,Tacos
Cabo Fish Taco,8,184,1.0,Sandwich,Secret Sandwich Society,Tacos
Beauvine Burger Concept,18,180,2.0,Sandwich,Secret Sandwich Society,Burgers
Boulevard Burger and Brew,16,110,4.0,Sandwich,Secret Sandwich Society,Burgers
Cobra Burger,15,317,1.0,Sandwich,Secret Sandwich Society,Burgers
Eazzy Burger,8,91,6.0,Sandwich,Secret Sandwich Society,Burgers
Smashed RVA,7,154,3.0,Sandwich,Secret Sandwich Society,Burgers
Lucky AF,30,268,1.0,Sandwich,Secret Sandwich Society,Sushi
Sumo San,12,55,8.0,Sandwich,Secret Sandwich Society,Sushi
Wild Ginger,9,43,10.0,Sandwich,Secret Sandwich Society,Sushi
Sticky Rice,9,96,4.0,Sandwich,Secret Sandwich Society,Sushi
Akida,7,196,2.0,Sandwich,Secret Sandwich Society,Sushi
Goatocado,23,182,1.0,Sandwich,Secret Sandwich Society,Veg
821 Cafe,17,147,2.0,Sandwich,Secret Sandwich Society,Veg
Roots Natural Kitchen,11,119,3.0,Sandwich,Secret Sandwich Society,Veg
Philly Vegan,9,47,8.0,Sandwich,Secret Sandwich Society,Veg
NuVegan Cafe,5,47,8.0,Sandwich,Secret Sandwich Society,Veg
Moms Siam,12,114,5.0,Sandwich,Secret Sandwich Society,Curry
Mekong,11,128,3.0,Sandwich,Secret Sandwich Society,Curry
Lemon Cuisine of India,11,183,1.0,Sandwich,Secret Sandwich Society,Curry
Tulsi Indian Cuisine,9,121,4.0,Sandwich,Secret Sandwich Society,Curry
The Patio Thai,9,62,6.0,Sandwich,Secret Sandwich Society,Curry
Mekong,22,210,2.0,Sandwich,Secret Sandwich Society,Noodles
Pho Thein Phat / Pho So 1,13,125,3.0,Sandwich,Secret Sandwich Society,Noodles
Pho Luca,11,106,4.0,Sandwich,Secret Sandwich Society,Noodles
Pho Tay Do,9,248,1.0,Sandwich,Secret Sandwich Society,Noodles
Moms Siam,8,83,5.0,Sandwich,Secret Sandwich Society,Noodles
City Dogs,27,294,1.0,Sandwich,Secret Sandwich Society,Hot Dogs
Boulevard Burger and Brew,11,79,3.0,Sandwich,Secret Sandwich Society,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,10,77,4.0,Sandwich,Secret Sandwich Society,Hot Dogs
The Boardwalk,8,58,8.0,Sandwich,Secret Sandwich Society,Hot Dogs
Ellies Hot Dogs and Ice Cream,7,69,6.0,Sandwich,Secret Sandwich Society,Hot Dogs
Fat Dragon,32,209,1.0,Sandwich,Secret Sandwich Society,Fried Rice
Lucky AF,9,49,6.0,Sandwich,Secret Sandwich Society,Fried Rice
Mekong,9,89,3.0,Sandwich,Secret Sandwich Society,Fried Rice
Full Kee,5,44,7.0,Sandwich,Secret Sandwich Society,Fried Rice
Moms Siam,4,50,5.0,Sandwich,Secret Sandwich Society,Fried Rice
SBs Main Street Love Shack,13,107,4.0,Sandwich,Secret Sandwich Society,Breakfast
Moore Street Cafe,10,171,1.0,Sandwich,Secret Sandwich Society,Breakfast
Early Bird Biscuit,8,51,8.0,Sandwich,Secret Sandwich Society,Breakfast
The Fancy Biscuit,8,46,10.0,Sandwich,Secret Sandwich Society,Breakfast
Perlys,7,161,2.0,Sandwich,Secret Sandwich Society,Breakfast
Kuba Kuba,14,135,2.0,Sandwich,Secret Sandwich Society,Lunch
Wongs Tacos,10,51,7.0,Sandwich,Secret Sandwich Society,Lunch
New York Deli,9,51,7.0,Sandwich,Secret Sandwich Society,Lunch
Joes Inn In The Fan,9,123,4.0,Sandwich,Secret Sandwich Society,Lunch
Village Cafe,8,45,10.0,Sandwich,Secret Sandwich Society,Lunch
Stellas,13,124,3.0,Sandwich,Secret Sandwich Society,Date Night
The Roosevelt,11,62,6.0,Sandwich,Secret Sandwich Society,Date Night
LOpossum,10,130,2.0,Sandwich,Secret Sandwich Society,Date Night
Edos Squid,9,139,1.0,Sandwich,Secret Sandwich Society,Date Night
Bacchus,7,35,12.0,Sandwich,Secret Sandwich Society,Date Night
LUNCH.SUPPER!,21,131,2.0,Sandwich,Secret Sandwich Society,Brunch
Perlys,10,163,1.0,Sandwich,Secret Sandwich Society,Brunch
SBs Main Street Love Shack,9,107,3.0,Sandwich,Secret Sandwich Society,Brunch
Moore Street Cafe,9,83,4.0,Sandwich,Secret Sandwich Society,Brunch
The Liberty Public House,8,55,10.0,Sandwich,Secret Sandwich Society,Brunch
Smashed RVA,13,190,1.0,Sandwich,Secret Sandwich Society,Food Truck
River City Wood Fire,12,133,3.0,Sandwich,Secret Sandwich Society,Food Truck
Tiny Vegan,7,53,7.0,Sandwich,Secret Sandwich Society,Food Truck
Goatocado,6,54,6.0,Sandwich,Secret Sandwich Society,Food Truck
1115 (Eleven Fifteen),6,136,2.0,Sandwich,Secret Sandwich Society,Food Truck
Blanchards,12,146,1.0,Sandwich,Secret Sandwich Society,Cafe
The Smoky Mug,9,75,5.0,Sandwich,Secret Sandwich Society,Cafe
Sugar and Twine,9,76,4.0,Sandwich,Secret Sandwich Society,Cafe
Ironclad Coffee Roasters,8,48,10.0,Sandwich,Secret Sandwich Society,Cafe
Lamplighter Coffee Roasters,7,109,2.0,Sandwich,Secret Sandwich Society,Cafe
ZZQ,141,598,1.0,Sushi,Lucky AF,BBQ
The Smoky Mug,19,99,3.0,Sushi,Lucky AF,BBQ
Mission BBQ,13,69,6.0,Sushi,Lucky AF,BBQ
Alamo / Frontier by Alamo,13,88,4.0,Sushi,Lucky AF,BBQ
Deep Run Roadhouse,12,81,5.0,Sushi,Lucky AF,BBQ
Zorch,48,229,1.0,Sushi,Lucky AF,Pizza
PBR,31,75,7.0,Sushi,Lucky AF,Pizza
Hot For Pizza,21,95,5.0,Sushi,Lucky AF,Pizza
Belmont Pizza,21,120,3.0,Sushi,Lucky AF,Pizza
8 ½ in The Fan,20,118,4.0,Sushi,Lucky AF,Pizza
Dont Look Back,38,129,3.0,Sushi,Lucky AF,Tacos
En Su Boca,31,111,4.0,Sushi,Lucky AF,Tacos
TBT El Gallo,27,166,2.0,Sushi,Lucky AF,Tacos
Wong Gonzalez,22,67,7.0,Sushi,Lucky AF,Tacos
Y Tu Mama,21,84,6.0,Sushi,Lucky AF,Tacos
Cobra Burger,48,317,1.0,Sushi,Lucky AF,Burgers
Beauvine Burger Concept,39,180,2.0,Sushi,Lucky AF,Burgers
Boulevard Burger and Brew,34,110,4.0,Sushi,Lucky AF,Burgers
Cobra Cabana,29,110,4.0,Sushi,Lucky AF,Burgers
Eazzy Burger,25,91,6.0,Sushi,Lucky AF,Burgers
Garnetts,35,173,1.0,Sushi,Lucky AF,Sandwich
Secret Sandwich Society,30,120,5.0,Sushi,Lucky AF,Sandwich
Chioccas,30,126,4.0,Sushi,Lucky AF,Sandwich
Union Market,23,108,7.0,Sushi,Lucky AF,Sandwich
Perlys,21,115,6.0,Sushi,Lucky AF,Sandwich
Goatocado,42,182,1.0,Sushi,Lucky AF,Veg
821 Cafe,36,147,2.0,Sushi,Lucky AF,Veg
Roots Natural Kitchen,28,119,3.0,Sushi,Lucky AF,Veg
Harrison Street Cafe,14,64,5.0,Sushi,Lucky AF,Veg
Sen Organic Small Plate,13,51,6.0,Sushi,Lucky AF,Veg
Sabai,35,140,2.0,Sushi,Lucky AF,Curry
Mekong,33,128,3.0,Sushi,Lucky AF,Curry
Lemon Cuisine of India,29,183,1.0,Sushi,Lucky AF,Curry
Moms Siam,23,114,5.0,Sushi,Lucky AF,Curry
Tulsi Indian Cuisine,15,121,4.0,Sushi,Lucky AF,Curry
Mekong,39,210,2.0,Sushi,Lucky AF,Noodles
Pho Tay Do,38,248,1.0,Sushi,Lucky AF,Noodles
Pho Thein Phat / Pho So 1,34,125,3.0,Sushi,Lucky AF,Noodles
Pho Luca,28,106,4.0,Sushi,Lucky AF,Noodles
My Noodle,19,78,6.0,Sushi,Lucky AF,Noodles
City Dogs,48,294,1.0,Sushi,Lucky AF,Hot Dogs
Boulevard Burger and Brew,32,79,3.0,Sushi,Lucky AF,Hot Dogs
Joeys Hot Dogs,17,62,7.0,Sushi,Lucky AF,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,17,77,4.0,Sushi,Lucky AF,Hot Dogs
Black Lodge,14,84,2.0,Sushi,Lucky AF,Hot Dogs
Fat Dragon,58,209,1.0,Sushi,Lucky AF,Fried Rice
Lucky AF,23,49,6.0,Sushi,Lucky AF,Fried Rice
Mekong,19,89,3.0,Sushi,Lucky AF,Fried Rice
Peter Chang Richmond,19,128,2.0,Sushi,Lucky AF,Fried Rice
Moms Siam,11,50,5.0,Sushi,Lucky AF,Fried Rice
Moore Street Cafe,45,171,1.0,Sushi,Lucky AF,Breakfast
Perlys,31,161,2.0,Sushi,Lucky AF,Breakfast
SBs Main Street Love Shack,28,107,4.0,Sushi,Lucky AF,Breakfast
Joes Inn the Fan,17,128,3.0,Sushi,Lucky AF,Breakfast
Lulus,14,37,15.0,Sushi,Lucky AF,Breakfast
Garnetts,27,137,1.0,Sushi,Lucky AF,Lunch
Kuba Kuba,25,135,2.0,Sushi,Lucky AF,Lunch
Joes Inn In The Fan,19,123,4.0,Sushi,Lucky AF,Lunch
Union Market,19,135,2.0,Sushi,Lucky AF,Lunch
Wongs Tacos,18,51,7.0,Sushi,Lucky AF,Lunch
LOpossum,30,130,2.0,Sushi,Lucky AF,Date Night
Edos Squid,27,139,1.0,Sushi,Lucky AF,Date Night
Stellas,23,124,3.0,Sushi,Lucky AF,Date Night
Red Salt Chophouse and Sushi,18,44,7.0,Sushi,Lucky AF,Date Night
Pinkys,15,42,8.0,Sushi,Lucky AF,Date Night
LUNCH.SUPPER!,36,131,2.0,Sushi,Lucky AF,Brunch
SBs Main Street Love Shack,34,107,3.0,Sushi,Lucky AF,Brunch
Moore Street Cafe,19,83,4.0,Sushi,Lucky AF,Brunch
Perlys,19,163,1.0,Sushi,Lucky AF,Brunch
Lulus,15,58,9.0,Sushi,Lucky AF,Brunch
Smashed RVA,38,190,1.0,Sushi,Lucky AF,Food Truck
River City Wood Fire,20,133,3.0,Sushi,Lucky AF,Food Truck
Intergalactic Tacos,20,95,4.0,Sushi,Lucky AF,Food Truck
1115 (Eleven Fifteen),18,136,2.0,Sushi,Lucky AF,Food Truck
Eat My Eggroll,15,42,11.0,Sushi,Lucky AF,Food Truck
Blanchards,38,146,1.0,Sushi,Lucky AF,Cafe
Lamplighter Coffee Roasters,24,109,2.0,Sushi,Lucky AF,Cafe
Sub Rosa,19,97,3.0,Sushi,Lucky AF,Cafe
Sugar and Twine,16,76,4.0,Sushi,Lucky AF,Cafe
Ironclad Coffee Roasters,13,48,10.0,Sushi,Lucky AF,Cafe
ZZQ,95,598,1.0,Sushi,Akida,BBQ
Alamo / Frontier by Alamo,16,88,4.0,Sushi,Akida,BBQ
The Smoky Mug,11,99,3.0,Sushi,Akida,BBQ
Deep Run Roadhouse,10,81,5.0,Sushi,Akida,BBQ
Smohk RVA BBQ,7,133,2.0,Sushi,Akida,BBQ
Zorch,34,229,1.0,Sushi,Akida,Pizza
8 ½ in The Fan,29,118,4.0,Sushi,Akida,Pizza
Belmont Pizza,28,120,3.0,Sushi,Akida,Pizza
Pizza Bones,26,124,2.0,Sushi,Akida,Pizza
Hot For Pizza,14,95,5.0,Sushi,Akida,Pizza
TBT El Gallo,25,166,2.0,Sushi,Akida,Tacos
El Chido,22,98,5.0,Sushi,Akida,Tacos
Dont Look Back,21,129,3.0,Sushi,Akida,Tacos
La Milpa,18,62,8.0,Sushi,Akida,Tacos
Sincero,10,29,14.0,Sushi,Akida,Tacos
Cobra Burger,64,317,1.0,Sushi,Akida,Burgers
Beauvine Burger Concept,26,180,2.0,Sushi,Akida,Burgers
Eazzy Burger,14,91,6.0,Sushi,Akida,Burgers
Smashed RVA,14,154,3.0,Sushi,Akida,Burgers
Cobra Cabana,12,110,4.0,Sushi,Akida,Burgers
Stanleys,39,158,2.0,Sushi,Akida,Sandwich
Chioccas,27,126,4.0,Sushi,Akida,Sandwich
Garnetts,26,173,1.0,Sushi,Akida,Sandwich
Coppolas Deli,24,132,3.0,Sushi,Akida,Sandwich
Perlys,14,115,6.0,Sushi,Akida,Sandwich
Goatocado,25,182,1.0,Sushi,Akida,Veg
Nile Ethiopian,23,93,4.0,Sushi,Akida,Veg
821 Cafe,19,147,2.0,Sushi,Akida,Veg
Harrison Street Cafe,16,64,5.0,Sushi,Akida,Veg
Fresca on Addison,13,49,7.0,Sushi,Akida,Veg
Lemon Cuisine of India,37,183,1.0,Sushi,Akida,Curry
Tulsi Indian Cuisine,30,121,4.0,Sushi,Akida,Curry
Sabai,23,140,2.0,Sushi,Akida,Curry
Mekong,17,128,3.0,Sushi,Akida,Curry
The Patio Thai,14,62,6.0,Sushi,Akida,Curry
Pho Tay Do,72,248,1.0,Sushi,Akida,Noodles
Mekong,30,210,2.0,Sushi,Akida,Noodles
Pho Thein Phat / Pho So 1,18,125,3.0,Sushi,Akida,Noodles
Pho Luca,17,106,4.0,Sushi,Akida,Noodles
My Noodle,12,78,6.0,Sushi,Akida,Noodles
City Dogs,48,294,1.0,Sushi,Akida,Hot Dogs
Horne Dogs,20,71,5.0,Sushi,Akida,Hot Dogs
Black Lodge,20,84,2.0,Sushi,Akida,Hot Dogs
Bamboo Cafe,13,43,12.0,Sushi,Akida,Hot Dogs
The Doghouse,11,40,13.0,Sushi,Akida,Hot Dogs
Peter Chang Richmond,27,128,2.0,Sushi,Akida,Fried Rice
Fat Dragon,22,209,1.0,Sushi,Akida,Fried Rice
Full Kee,15,44,7.0,Sushi,Akida,Fried Rice
Sabai,14,71,4.0,Sushi,Akida,Fried Rice
Mekong,7,89,3.0,Sushi,Akida,Fried Rice
Joes Inn the Fan,37,128,3.0,Sushi,Akida,Breakfast
Perlys,35,161,2.0,Sushi,Akida,Breakfast
Moore Street Cafe,24,171,1.0,Sushi,Akida,Breakfast
Nates Bagels,10,67,6.0,Sushi,Akida,Breakfast
Millies Diner,10,77,5.0,Sushi,Akida,Breakfast
Garnetts,35,137,1.0,Sushi,Akida,Lunch
Kuba Kuba,22,135,2.0,Sushi,Akida,Lunch
Joes Inn In The Fan,20,123,4.0,Sushi,Akida,Lunch
Union Market,17,135,2.0,Sushi,Akida,Lunch
Chioccas,13,50,9.0,Sushi,Akida,Lunch
Edos Squid,33,139,1.0,Sushi,Akida,Date Night
Stellas,22,124,3.0,Sushi,Akida,Date Night
Grisette,19,80,4.0,Sushi,Akida,Date Night
LOpossum,19,130,2.0,Sushi,Akida,Date Night
Alewife,12,75,5.0,Sushi,Akida,Date Night
Perlys,33,163,1.0,Sushi,Akida,Brunch
Helens,21,65,7.0,Sushi,Akida,Brunch
LUNCH.SUPPER!,20,131,2.0,Sushi,Akida,Brunch
Joes Inn the Fan,17,71,6.0,Sushi,Akida,Brunch
Millies Diner,12,83,4.0,Sushi,Akida,Brunch
Smashed RVA,28,190,1.0,Sushi,Akida,Food Truck
Auntie Nings,22,84,5.0,Sushi,Akida,Food Truck
Intergalactic Tacos,15,95,4.0,Sushi,Akida,Food Truck
Tiny Vegan,13,53,7.0,Sushi,Akida,Food Truck
1115 (Eleven Fifteen),12,136,2.0,Sushi,Akida,Food Truck
Afterglow Coffee Cooperative,23,53,7.0,Sushi,Akida,Cafe
Lamplighter Coffee Roasters,22,109,2.0,Sushi,Akida,Cafe
Blanchards,20,146,1.0,Sushi,Akida,Cafe
Sub Rosa,19,97,3.0,Sushi,Akida,Cafe
Sugar and Twine,12,76,4.0,Sushi,Akida,Cafe
ZZQ,57,598,1.0,Sushi,Fighting Fish,BBQ
Alamo / Frontier by Alamo,12,88,4.0,Sushi,Fighting Fish,BBQ
The Smoky Mug,11,99,3.0,Sushi,Fighting Fish,BBQ
Deep Run Roadhouse,7,81,5.0,Sushi,Fighting Fish,BBQ
Get Tight Lounge,6,46,8.0,Sushi,Fighting Fish,BBQ
Pizza Bones,23,124,2.0,Sushi,Fighting Fish,Pizza
Zorch,20,229,1.0,Sushi,Fighting Fish,Pizza
Belmont Pizza,16,120,3.0,Sushi,Fighting Fish,Pizza
8 ½ in The Fan,12,118,4.0,Sushi,Fighting Fish,Pizza
Secret Squares,10,69,8.0,Sushi,Fighting Fish,Pizza
TBT El Gallo,16,166,2.0,Sushi,Fighting Fish,Tacos
Dont Look Back,15,129,3.0,Sushi,Fighting Fish,Tacos
El Chido,12,98,5.0,Sushi,Fighting Fish,Tacos
Y Tu Mama,11,84,6.0,Sushi,Fighting Fish,Tacos
Abuelitas,8,39,10.0,Sushi,Fighting Fish,Tacos
Cobra Burger,34,317,1.0,Sushi,Fighting Fish,Burgers
Beauvine Burger Concept,21,180,2.0,Sushi,Fighting Fish,Burgers
Cobra Cabana,14,110,4.0,Sushi,Fighting Fish,Burgers
Smashed RVA,9,154,3.0,Sushi,Fighting Fish,Burgers
Eazzy Burger,8,91,6.0,Sushi,Fighting Fish,Burgers
Garnetts,20,173,1.0,Sushi,Fighting Fish,Sandwich
Stanleys,18,158,2.0,Sushi,Fighting Fish,Sandwich
Fat Kid Sandwiches in Hatch Local,17,90,8.0,Sushi,Fighting Fish,Sandwich
Union Market,12,108,7.0,Sushi,Fighting Fish,Sandwich
Chioccas,11,126,4.0,Sushi,Fighting Fish,Sandwich
Goatocado,20,182,1.0,Sushi,Fighting Fish,Veg
821 Cafe,16,147,2.0,Sushi,Fighting Fish,Veg
Roots Natural Kitchen,9,119,3.0,Sushi,Fighting Fish,Veg
Nile Ethiopian,9,93,4.0,Sushi,Fighting Fish,Veg
Sen Organic Small Plate,8,51,6.0,Sushi,Fighting Fish,Veg
Lemon Cuisine of India,19,183,1.0,Sushi,Fighting Fish,Curry
Sabai,19,140,2.0,Sushi,Fighting Fish,Curry
Moms Siam,15,114,5.0,Sushi,Fighting Fish,Curry
Tulsi Indian Cuisine,10,121,4.0,Sushi,Fighting Fish,Curry
Kismet Modern Indian RVA,7,56,7.0,Sushi,Fighting Fish,Curry
Pho Tay Do,30,248,1.0,Sushi,Fighting Fish,Noodles
Pho Luca,11,106,4.0,Sushi,Fighting Fish,Noodles
Mekong,10,210,2.0,Sushi,Fighting Fish,Noodles
Pho Thein Phat / Pho So 1,10,125,3.0,Sushi,Fighting Fish,Noodles
Moms Siam,8,83,5.0,Sushi,Fighting Fish,Noodles
City Dogs,28,294,1.0,Sushi,Fighting Fish,Hot Dogs
Black Lodge,11,84,2.0,Sushi,Fighting Fish,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,11,77,4.0,Sushi,Fighting Fish,Hot Dogs
Horne Dogs,10,71,5.0,Sushi,Fighting Fish,Hot Dogs
The Boardwalk,8,58,8.0,Sushi,Fighting Fish,Hot Dogs
Fat Dragon,16,209,1.0,Sushi,Fighting Fish,Fried Rice
Peter Chang Richmond,13,128,2.0,Sushi,Fighting Fish,Fried Rice
Sabai,12,71,4.0,Sushi,Fighting Fish,Fried Rice
Full Kee,7,44,7.0,Sushi,Fighting Fish,Fried Rice
Moms Siam,6,50,5.0,Sushi,Fighting Fish,Fried Rice
Moore Street Cafe,26,171,1.0,Sushi,Fighting Fish,Breakfast
Perlys,20,161,2.0,Sushi,Fighting Fish,Breakfast
Joes Inn the Fan,14,128,3.0,Sushi,Fighting Fish,Breakfast
821 Cafe,8,52,7.0,Sushi,Fighting Fish,Breakfast
SBs Main Street Love Shack,7,107,4.0,Sushi,Fighting Fish,Breakfast
Garnetts,22,137,1.0,Sushi,Fighting Fish,Lunch
Union Market,17,135,2.0,Sushi,Fighting Fish,Lunch
Joes Inn In The Fan,16,123,4.0,Sushi,Fighting Fish,Lunch
Kuba Kuba,13,135,2.0,Sushi,Fighting Fish,Lunch
Get Tight Lounge,5,26,16.0,Sushi,Fighting Fish,Lunch
LOpossum,17,130,2.0,Sushi,Fighting Fish,Date Night
Edos Squid,15,139,1.0,Sushi,Fighting Fish,Date Night
Alewife,14,75,5.0,Sushi,Fighting Fish,Date Night
Grisette,12,80,4.0,Sushi,Fighting Fish,Date Night
Stellas,8,124,3.0,Sushi,Fighting Fish,Date Night
Perlys,36,163,1.0,Sushi,Fighting Fish,Brunch
SBs Main Street Love Shack,11,107,3.0,Sushi,Fighting Fish,Brunch
Moore Street Cafe,7,83,4.0,Sushi,Fighting Fish,Brunch
Millies Diner,7,83,4.0,Sushi,Fighting Fish,Brunch
Pinkys,6,36,14.0,Sushi,Fighting Fish,Brunch
Intergalactic Tacos,13,95,4.0,Sushi,Fighting Fish,Food Truck
Smashed RVA,12,190,1.0,Sushi,Fighting Fish,Food Truck
1115 (Eleven Fifteen),10,136,2.0,Sushi,Fighting Fish,Food Truck
Auntie Nings,10,84,5.0,Sushi,Fighting Fish,Food Truck
Happy Arepas,9,46,9.0,Sushi,Fighting Fish,Food Truck
Lamplighter Coffee Roasters,10,109,2.0,Sushi,Fighting Fish,Cafe
Blanchards,10,146,1.0,Sushi,Fighting Fish,Cafe
Sub Rosa,10,97,3.0,Sushi,Fighting Fish,Cafe
Stir Crazy Cafe,9,62,6.0,Sushi,Fighting Fish,Cafe
The Smoky Mug,9,75,5.0,Sushi,Fighting Fish,Cafe
ZZQ,27,598,1.0,Sushi,Sticky Rice,BBQ
Get Tight Lounge,9,46,8.0,Sushi,Sticky Rice,BBQ
Buz and Neds Real Barbecue,8,59,7.0,Sushi,Sticky Rice,BBQ
Mission BBQ,7,69,6.0,Sushi,Sticky Rice,BBQ
Pig and Brew,6,33,9.0,Sushi,Sticky Rice,BBQ
Zorch,12,229,1.0,Sushi,Sticky Rice,Pizza
Bottoms Up Pizza,10,45,10.0,Sushi,Sticky Rice,Pizza
Mary Angelas,8,94,6.0,Sushi,Sticky Rice,Pizza
Belmont Pizza,7,120,3.0,Sushi,Sticky Rice,Pizza
Hot For Pizza,7,95,5.0,Sushi,Sticky Rice,Pizza
TBT El Gallo,14,166,2.0,Sushi,Sticky Rice,Tacos
Cabo Fish Taco,12,184,1.0,Sushi,Sticky Rice,Tacos
Dont Look Back,10,129,3.0,Sushi,Sticky Rice,Tacos
En Su Boca,7,111,4.0,Sushi,Sticky Rice,Tacos
Little Mexico,5,29,14.0,Sushi,Sticky Rice,Tacos
Cobra Burger,15,317,1.0,Sushi,Sticky Rice,Burgers
Smashed RVA,14,154,3.0,Sushi,Sticky Rice,Burgers
Boulevard Burger and Brew,10,110,4.0,Sushi,Sticky Rice,Burgers
Carytown Burger and Fries,9,60,8.0,Sushi,Sticky Rice,Burgers
Beauvine Burger Concept,8,180,2.0,Sushi,Sticky Rice,Burgers
Garnetts,12,173,1.0,Sushi,Sticky Rice,Sandwich
Coppolas Deli,10,132,3.0,Sushi,Sticky Rice,Sandwich
Stanleys,9,158,2.0,Sushi,Sticky Rice,Sandwich
Secret Sandwich Society,9,120,5.0,Sushi,Sticky Rice,Sandwich
Union Market,9,108,7.0,Sushi,Sticky Rice,Sandwich
Goatocado,13,182,1.0,Sushi,Sticky Rice,Veg
Roots Natural Kitchen,9,119,3.0,Sushi,Sticky Rice,Veg
821 Cafe,8,147,2.0,Sushi,Sticky Rice,Veg
NuVegan Cafe,7,47,8.0,Sushi,Sticky Rice,Veg
Nile Ethiopian,7,93,4.0,Sushi,Sticky Rice,Veg
Lemon Cuisine of India,15,183,1.0,Sushi,Sticky Rice,Curry
Moms Siam,12,114,5.0,Sushi,Sticky Rice,Curry
